store_id,store_namecol,store_menu,menu_price,store_address,store_x,store_y,store_tell,store_cate1,store_cate2,store_cate3,store_man,store_girl,store_near,store_open,store_info1,store_info2
11,우동명가기리야마본진,김치 스키아키나베우동,"17,000원",서울 강남구 강남대로84길 23 한라클래식 지하1층,196830.5434,451819.6565,0507-1401-0068,,"초밥,  일식,  냉우동,  모밀,  우동집",재방문,49%,51,신분당강남역3번 출구에서217m,영업 종료11:30에 영업 시작11시 30분에 영업 시작,"단체 이용 가능, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","일본에서 1등 서기관으로 근무했던 외교관이 오픈한 일식 우동집. 우동도 맛있지만 스시와 뎀푸라, 돈카츠 등도 수준급. 도쿄에서 단골로 다니던 기리야마 우동집의 진한 국물 맛을 잊지 못해 직접 개업을 했다. 일본식 우동 이름이 낯설긴 하지만 메뉴 하단에 음식의 재료, 특징들이 자세하게 적혀있다. 점심에는 간단한 식사 및 직장인들을 위한 셋트메뉴가 주를 이루고, 저녁에는 식사메뉴 뿐 아니라, 술과 곁들일 수 있는 안주류, 사전 예약으로 운영되는 디너코스도 준비되어 있다. 사케소믈리에이기도 한 주인장이 추천하는 합리적인 가격의 사케리스트를 갖추고 있고 2012년 오픈 이래로 하루도 거르지 않고 청소관리하는 생맥주 맛도 일품이다."
12,우동명가기리야마본진,뎀푸라.우동 콤보,"16,000원",서울 강남구 강남대로84길 23 한라클래식 지하1층,196830.5434,451819.6565,0507-1401-0068,,"초밥,  일식,  냉우동,  모밀,  우동집",재방문,49%,51,신분당강남역3번 출구에서217m,영업 종료11:30에 영업 시작11시 30분에 영업 시작,"단체 이용 가능, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","일본에서 1등 서기관으로 근무했던 외교관이 오픈한 일식 우동집. 우동도 맛있지만 스시와 뎀푸라, 돈카츠 등도 수준급. 도쿄에서 단골로 다니던 기리야마 우동집의 진한 국물 맛을 잊지 못해 직접 개업을 했다. 일본식 우동 이름이 낯설긴 하지만 메뉴 하단에 음식의 재료, 특징들이 자세하게 적혀있다. 점심에는 간단한 식사 및 직장인들을 위한 셋트메뉴가 주를 이루고, 저녁에는 식사메뉴 뿐 아니라, 술과 곁들일 수 있는 안주류, 사전 예약으로 운영되는 디너코스도 준비되어 있다. 사케소믈리에이기도 한 주인장이 추천하는 합리적인 가격의 사케리스트를 갖추고 있고 2012년 오픈 이래로 하루도 거르지 않고 청소관리하는 생맥주 맛도 일품이다."
13,우동명가기리야마본진,뎀푸라.자루우동 콤보,"16,000원",서울 강남구 강남대로84길 23 한라클래식 지하1층,196830.5434,451819.6565,0507-1401-0068,,"초밥,  일식,  냉우동,  모밀,  우동집",재방문,49%,51,신분당강남역3번 출구에서217m,영업 종료11:30에 영업 시작11시 30분에 영업 시작,"단체 이용 가능, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","일본에서 1등 서기관으로 근무했던 외교관이 오픈한 일식 우동집. 우동도 맛있지만 스시와 뎀푸라, 돈카츠 등도 수준급. 도쿄에서 단골로 다니던 기리야마 우동집의 진한 국물 맛을 잊지 못해 직접 개업을 했다. 일본식 우동 이름이 낯설긴 하지만 메뉴 하단에 음식의 재료, 특징들이 자세하게 적혀있다. 점심에는 간단한 식사 및 직장인들을 위한 셋트메뉴가 주를 이루고, 저녁에는 식사메뉴 뿐 아니라, 술과 곁들일 수 있는 안주류, 사전 예약으로 운영되는 디너코스도 준비되어 있다. 사케소믈리에이기도 한 주인장이 추천하는 합리적인 가격의 사케리스트를 갖추고 있고 2012년 오픈 이래로 하루도 거르지 않고 청소관리하는 생맥주 맛도 일품이다."
14,우동명가기리야마본진,뎀프라.냉메밀소면 콤보,"16,000원",서울 강남구 강남대로84길 23 한라클래식 지하1층,196830.5434,451819.6565,0507-1401-0068,,"초밥,  일식,  냉우동,  모밀,  우동집",재방문,49%,51,신분당강남역3번 출구에서217m,영업 종료11:30에 영업 시작11시 30분에 영업 시작,"단체 이용 가능, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","일본에서 1등 서기관으로 근무했던 외교관이 오픈한 일식 우동집. 우동도 맛있지만 스시와 뎀푸라, 돈카츠 등도 수준급. 도쿄에서 단골로 다니던 기리야마 우동집의 진한 국물 맛을 잊지 못해 직접 개업을 했다. 일본식 우동 이름이 낯설긴 하지만 메뉴 하단에 음식의 재료, 특징들이 자세하게 적혀있다. 점심에는 간단한 식사 및 직장인들을 위한 셋트메뉴가 주를 이루고, 저녁에는 식사메뉴 뿐 아니라, 술과 곁들일 수 있는 안주류, 사전 예약으로 운영되는 디너코스도 준비되어 있다. 사케소믈리에이기도 한 주인장이 추천하는 합리적인 가격의 사케리스트를 갖추고 있고 2012년 오픈 이래로 하루도 거르지 않고 청소관리하는 생맥주 맛도 일품이다."
15,리틀 파파포 경희궁점,양지쌀국수,"9,500원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
16,리틀 파파포 경희궁점,반쎄오세트,"33,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
17,리틀 파파포 경희궁점,양지소고기샤브쌀국수,"10,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
18,리틀 파파포 경희궁점,차돌박이쌀국수,"10,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
19,리틀 파파포 경희궁점,모둠고기쌀국수,"11,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
20,리틀 파파포 경희궁점,매운(소고기)/(차돌박이)쌀국수,"12,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
21,리틀 파파포 경희궁점,해산물쌀국수(매운맛.순한맛),"12,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
22,리틀 파파포 경희궁점,분보싸오,"12,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
23,리틀 파파포 경희궁점,에그누들볶음,"12,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
24,리틀 파파포 경희궁점,파인애플볶음밥,"11,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
25,리틀 파파포 경희궁점,반쎄오(단품),"14,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
26,리틀 파파포 경희궁점,짜조4조각,"5,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
27,리틀 파파포 경희궁점,야채스프링롤,"5,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
28,리틀 파파포 경희궁점,새우튀김5pcs,"5,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
29,리틀 파파포 경희궁점,닭봉5조각,"5,000원",서울 종로구 경희궁2길 7 2층,197365.6851,452287.4683,02-722-0884,,,,,,경복궁역7번 출구에서476m,영업 종료11:00에 영업 시작11시 0분에 영업 시작,"단체 이용 가능, 주차, 배달, 무선 인터넷, 남/녀 화장실 구분",주차가능 리틀파파포 경희궁점 바로앞 지하 주차 장 이용 발렛가능(유료주차장)1시간가능(2천원) 일요일은 주차불가
30,미스사이공 안국역점,소고기 쌀국수,"5,500원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
31,미스사이공 안국역점,사이공 볶음밥,"5,500원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
32,미스사이공 안국역점,사이공 볶음면,"6,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
33,미스사이공 안국역점,매운 해산물쌀국수,"6,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
34,미스사이공 안국역점,(곱)소고기 쌀국수,"5,500원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
35,미스사이공 안국역점,(곱)사이공 볶음밥,"5,500원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
36,미스사이공 안국역점,짜조,"4,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
37,미스사이공 안국역점,새우볼,"4,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
38,미스사이공 안국역점,사이공 봉,"4,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
39,미스사이공 안국역점,사이공 맥주,"5,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
40,미스사이공 안국역점,333맥주,"4,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
41,미스사이공 안국역점,얼큰짬뽕쌀국수,"6,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
42,미스사이공 안국역점,숯불덮밥,"7,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
43,미스사이공 안국역점,숯불돼지고기 덮밥,"6,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
44,미스사이공 안국역점,껌승,"7,000원",서울 종로구 계동길 11 1층,198750.3189,452837.5751,0507-1402-0420,,,,,,안국역3번 출구에서129m,영업 종료10:00에 영업 시작10시 0분에 영업 시작,"단체석, 포장, 무선 인터넷",
45,와인이지,Bottle,"39,000원",서울 종로구 계동길 5 2층 와인이지,198742.6594,452814.328,0507-1403-9864,,,,43%,57,안국역3번 출구에서21m,영업 중23:30에 영업 종료23시 30분에 영업 종료,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","2006년에 오픈한 샵 와인하우스, 와인을 쉽고 편하게 즐길 수 있는 바 와인이지, 와인과 더 가 까워질 수 있는 클래스 먼데이와인 으로 ..."
